CCNc1nc(nc(n1)Cl)NCC,-1.6689962
c1ccc2c(c1)Oc3cc(c(cc3O2)Cl)Cl,0.063203506
CCCCCCCCN,0.0397954
N,-0.12666224
c1ccc(c(c1)C(F)(F)F)C(F)(F)F,1.2674204
COC(=O)c1ccc(cc1)O,-1.4843323
CCCCCc1ccccc1,0.92930335
CC(F)F,0.9605142
c1ccc(cc1)n2c(=O)c(c(cn2)N)Cl,-3.2841554
C=CC=C,1.1347746
CN(C)C,0.15683591
CCCCCC(=O)N,-1.4323143
CC(C)CO[N+](=O)[O-],0.5001548
c1ccc2c(c1)C(=O)c3cccc(c3C2=O)NCCO,-2.7067556
C(CO[N+](=O)[O-])O,-1.1384125
CCCCCCC(=O)C,0.24006474
CN1CCNCC1,-1.0317756
CCN,-0.18128115
C1C=CC=CC=C1,0.7316349
c1ccc2c(c1)Cc3ccccc3C2,0.0059836917
CC(Cl)Cl,0.7706484
COc1cccc(c1)O,-1.0031657
c1cc2cccc3c2c(c1)CC3,0.16984043
CCCCCCCCBr,1.1243709
c1ccc(cc1)CO,-0.73267204
c1c(c(=O)[nH]c(=O)[nH]1)Br,-3.7367122
CCCC,1.5353131
CCl,0.8460746
CC(C)CBr,0.9813214
CC(C)SC(C)C,0.6744151
CCCCCCC,1.6835645
c1cnc[nH]1,-1.5155431
c1cc2c(cc1Cl)Oc3cc(c(c(c3O2)Cl)Cl)Cl,-0.009621711
CC[C@H](C)n1c(=O)c(c([nH]c1=O)C)Br,-1.5415521
C(I)I,0.34149987
CCCN(CCC)C(=O)SCCC,-0.085047826
C[N+](=O)[O-],-0.05643792
CCOC,0.442935
COC(CCl)(OC)OC,-0.20468925
CC(C)C,1.5873312
CC(C)CC(=O)O,-0.5948243
CCOP(=O)(OCC)O/C(=C/Cl)/c1ccc(cc1Cl)Cl,-0.84971255
CCCCl,0.9032944
CCCSCCC,0.6562088
CCC[C@H](CC)O,-0.06684152
CC#N,-0.020025313
CN(CC(F)(F)F)c1ccccc1,0.4897512
[C@@H](C(F)(F)F)(OC(F)F)Cl,1.0151331
C=CCCC=C,1.2518151
Cc1cccc(c1)C,0.7732493
CC(=O)OC,0.17504223
COC(c1ccccc1)(OC)OC,-0.061639722
CCOC(=O)c1ccccc1,0.0423963
CCCS,0.70302504
CCCCCC(=O)C,0.19845033
CC1(Cc2cccc(c2O1)OC(=O)NC)C,-1.5103413
c1ccc(cc1)CBr,0.37010977
CCCCCC(=O)OCC,0.40912327
CCCOC,0.5573746
CN1CCOCC1,-0.654645
c1cc(cc(c1)O)C#N,-1.5207449
c1cc(c(cc1c2c(c(cc(c2Cl)Cl)Cl)Cl)Cl)Cl,-0.15007034
CCCc1ccccc1,0.85127634
Cn1cnc2c1c(=O)n(c(=O)n2C)C,-2.2984142
CNC,-0.12666224
C(=C(F)F)(C(F)(F)F)F,1.7511879
c1cc(ccc1O)Cl,-0.839309
C1CCNCC1,-0.33993608
c1ccc2c(c1)ccc3c2cccc3,-0.020025313
CI,0.75764394
COc1c(cc(c(c1O)OC)Cl)Cl,-0.68585587
C(=C/Cl)\Cl,0.78625387
CCCCC,1.5873312
CCCC#N,0.0423963
[C@@H](C(F)(F)F)(F)Br,1.1191691
CC(C)Cc1cnccn1,-0.32172978
CC[C@H](C)O[N+](=O)[O-],0.5157602
c1ccc(cc1)c2cc(ccc2Cl)Cl,0.34930256
c1ccc(cc1)c2cc(c(c(c2Cl)Cl)Cl)Cl,0.084010705
CC[C@@H](C)C(C)C,1.644551
C[C@H](CC(C)C)O,0.018988194
C1CCOCC1,0.17764312
C1CC1,1.1841916
c1c(cc(c(c1Cl)Cl)Cl)c2cc(c(c(c2Cl)Cl)Cl)Cl,0.16463862
C=C(Cl)Cl,1.0541466
CC(C)CO,-0.18128115
CCCOC(=O)CC,0.35450435
C(C(Cl)(Cl)Cl)(Cl)(Cl)Cl,0.82266647
CSc1ccccc1,0.27907825
CCc1ccccc1O,-0.48298562
CC(C)(C)Cl,1.2726222
CC(=C)C=C,1.1659853
Cc1ccc(cc1)C(C)C,0.81226283
Cn1ccnc1,-1.1982332
C(CO)O,-1.4297134
c1ccc(c(c1)Cl)Cl,0.6354016
c1c(=O)[nH]c(=O)[nH]c1Cl,-3.1281013
CCCOC=O,0.34410074
c1ccc2c(c1)Oc3ccc(cc3O2)Cl,0.18284492
CCCCCC(=O)O,-0.62603515
CCOC(=O)CCC(=O)OCC,-0.4959901
Cc1ccnc(c1)C,-0.27491355
C1CCC=CC1,1.0255367
CN1CCN(CC1)C,-0.9823585
c1cc(c(cc1c2cc(c(c(c2Cl)Cl)Cl)Cl)Cl)Cl,0.19845033
C1=CC(=O)C=CC1=O,-0.70146126
COC(=O)CCl,-0.05123612
CCCC=O,0.16203772
CCc1ccccc1,0.78365296
C(=C(Cl)Cl)Cl,0.87468445
CCN(CC)CC,0.15163413
c1cc2c(cc1Cl)Oc3c(c(c(c(c3Cl)Cl)Cl)Cl)O2,-0.09024963
Cc1ccncc1C,-0.36854598
c1(=O)[nH]c(=O)[nH]c(=O)[nH]1,-3.7081022
c1ccc(cc1)C=O,-0.05643792
c1ccnc(c1)Cl,-0.15267123
C=CCCl,0.84087276
Cc1ccc(cc1)C(=O)C,-0.23329915
C=O,0.27387643
Cc1ccccc1Cl,0.6926214
CC(=O)N1CCCC1,-1.5597584
CC(OC)(OC)OC,-0.16047394
CCCCc1ccccc1,0.8850881
CN(C)c1ccccc1,0.09181341
CC(C)OC,0.46634308
c12c(c(c(c(c1Cl)Cl)Cl)Cl)Oc3c(c(c(c(c3Cl)Cl)Cl)Cl)O2,-0.18908384
c1(c(c(c(c(c1Cl)Cl)Cl)Cl)Cl)c2c(c(c(c(c2Cl)Cl)Cl)Cl)Cl,0.21405573
C(C(Cl)Cl)Cl,0.4715449
CNc1ccccc1,-0.23069826
CC(C)OC(=O)C,0.30248636
c1ccccc1,0.755043
c1cc(c(c(c1)Cl)Cl)Cl,0.66661245
CCOP(=S)(OCC)SCSc1ccc(cc1)Cl,-0.70146126
COP(=S)(OC)SCn1c(=O)c2ccccc2nn1,-1.6195791
c1ccc2c(c1)Oc3c(cc(c(c3O2)Cl)Cl)Cl,-0.06424062
CC(=C)C(=C)C,1.0931602
CCCCC=C,1.4000664
S,0.807061
CCOCC,0.5755809
CCNc1nc(nc(n1)SC)NC(C)C,-1.0005648
CCCCOC(=O)c1ccc(cc1)O,-1.2788612
CCCCCCOC(=O)C,0.40132058
C1CCC(=O)C1,-0.23329915
CCCCC(=O)O,-0.6130306
CCBr,0.79665744
Cc1ccc2cc(ccc2c1)C,0.30508724
CCCCCCO,-0.15527214
c1ccc(cc1)c2ccccc2Cl,0.28948185
CC1=CCCCC1,1.1633844
CCCCCCO[N+](=O)[O-],0.5573746
C(Br)(Br)Br,0.43513227
CCc1ccc(cc1)O,-0.60522795
CCCOCCO,-0.67545223
c1ccc(cc1)OC=O,-0.0044199103
c1c(c(=O)[nH]c(=O)[nH]1)I,-3.8797617
CCCC(=O)O,-0.66244775
COC(C(F)(F)F)(OC)OC,0.78105205
C1[C@H]([C@@H]([C@H]([C@H](O1)O)O)O)O,-4.3479238
C(F)(F)(F)Br,1.4546853
CCCCO,-0.23850095
c1ccc(cc1)F,0.78105205
CCOC(=O)C,0.22445934
CC(C)COC(=O)C(C)C,0.5495719
CC(C)(C)OC,0.41432506
C1=C[C@@H]([C@@H]2[C@H]1[C@@]3(C(=C([C@]2(C3(Cl)Cl)Cl)Cl)Cl)Cl)Cl,0.32589445
CCC(=O)CC,0.10221701
COC(=O)C(F)(F)F,0.70302504
c1ccc2ccccc2c1,0.36490795
c1cc(c(c(c1c2cc(c(c(c2Cl)Cl)Cl)Cl)Cl)Cl)Cl,-0.15527214
CC(=O)Oc1ccccc1C(=O)O,-1.596171
CC(=O)C(C)(C)C,0.18024403
COS(=O)(=O)C,-0.27751446
CCc1ccncc1,-0.24110186
CC(C)NC(C)C,0.15163413
c1cc2c(cc1Cl)Oc3ccc(cc3O2)Cl,0.034593597
CCCCCCCN,0.003382791
CC1CCCC1,1.4026673
CCC,1.5093042
C[C@H]1CCCO1,0.13082692
CNC(=O)Oc1cccc2c1cccc2,-1.4687269
c1cc(cc(c1)O)C=O,-1.4869332
c1ccc2cc3ccccc3cc2c1,-0.03823162
C(Cl)Cl,0.6484061
CC(C)(C)C(=O)OC,0.36490795
C([N+](=O)[O-])(Cl)(Cl)Cl,0.6119935
C1CC[S+2](C1)([O-])[O-],-1.2502513
Cc1cccc(c1O)C,-0.37894958
Cc1cccc(c1)O,-0.4387703
c1ccc2c(c1)C(=O)c3c(ccc(c3C2=O)O)N,-1.4895341
c1ccc2c(c1)C(=O)c3c(ccc(c3C2=O)N)N,-2.092943
CCCCCCCC(=O)C,0.34149987
CCCCN,-0.11365773
CCCC(=O)OCC,0.34149987
Cc1ccc(cc1)N,-0.4595775
CCCCCCI,1.0099313
C(C(F)(Cl)Cl)(F)(F)Cl,1.4494835
COP(=O)(OC)OC,-1.2736593
c1cc(cc(c1)Cl)Cl,0.7342358
Cc1cc(c2ccccc2c1)C,0.34670165
CCCC(C)C,1.6419501
CCOP(=S)(OCC)Oc1c(cc(c(n1)Cl)Cl)Cl,-0.32172978
C(C(F)(F)F)Cl,1.0047295
C=C,1.3220394
CCCCCI,0.95271146
COC(OC)OC,-0.16047394
CCCCCCCCCC,1.8110087
C[C@@H](CO[N+](=O)[O-])O[N+](=O)[O-],-0.29832166
CC=C,1.332443
Cc1c[nH]c2c1cccc2,-0.5402054
COP(=O)([C@H](C(Cl)(Cl)Cl)O)OC,-2.324423
C1CCCCC1,1.3090348
CC(=CCC/C(=C/CO)/C)C,-0.16827664
CC(C)c1ccccc1,0.91109705
CC(C)C(C)C(C)C,1.6549546
CC(C)C(=O)C,0.14643233
CCCCNCCCC,0.14643233
CCCCS,0.7316349
c1ccc2c(c1)Oc3c(c(c(c(c3Cl)Cl)Cl)Cl)O2,-0.0018190099
COc1c(c(c(c(c1Cl)C=O)Cl)OC)O,-1.2684575
C1CCC(CC1)N,-0.20468925
C(F)(F)Cl,0.85907906
COC(=O)c1ccc(cc1)[N+](=O)[O-],-0.8002955
CC(=O)c1cccnc1,-1.1592197
CC#C,0.8642809
CCCCCCCCC=O,0.45073768
CCC(=O)O,-0.6910576
C(Cl)(Cl)Cl,0.7082268
Cc1cccc(c1C)C,0.6744151
C,1.5093042
c1ccc(cc1)CCl,0.48715028
CC1CCCCC1,1.4312772
Cc1cccs1,0.6301998
c1ccncc1,-0.23069826
CCCCCl,0.94750965
C[C@H]1CC[C@@H](O1)C,0.22966114
Cc1ccc(c(c1)OC)O,-0.5193982
C1[C@H]([C@@H]2[C@H]([C@H]1Cl)[C@]3(C(=C([C@@]2(C3(Cl)Cl)Cl)Cl)Cl)Cl)Cl,0.09441431
Cc1ccccc1,0.755043
CC(C)COC=O,0.41172418
CCOC(=O)c1ccc(cc1)O,-1.4037044
CCOCCOCC,0.0684053
CCCCCOC(=O)CC,0.44033408
CCCc1ccc(cc1)O,-0.36594507
CC=C(C)C,1.3298421
C(CCl)Cl,0.5235629
CCC(C)(C)CC,1.6549546
Cc1cc2ccccc2cc1C,0.26607373
Cc1cccc(n1)C,-0.20468925
COC(C(Cl)Cl)(F)F,0.6978232
CCOCCOC(=O)C,-0.3919541
COc1cccc(c1)N,-0.9069324
c1cc(cnc1)C=O,-0.8575153
CCC(C)(C)O,-0.16307484
CCc1cccc(c1N(COC)C(=O)CCl)CC,-1.1462152
Cn1cccc1,0.23746383
COCOC,0.22706023
CCC(CC)O,-0.14226763
CCCCCCCCCC(=O)C,0.42993048
C(CBr)Cl,0.4819485
c1ccc(cc1)I,0.5365674
CC1=CC(=O)CC(C1)(C)C,-0.35814238
CCI,0.79665744
CCCc1ccc(c(c1)OC)O,-0.37894958
CC(C)Br,0.8642809
Cc1ccc(cc1)Br,0.6275989
c1cc(ccc1C#N)O,-1.6559917
CS(=O)(=O)C,-1.6325836
CCc1cccc(c1)O,-0.6364387
CC1=CC[C@H](C[C@@H]1O)C(=C)C,-0.16567574
c1cc(ccc1Br)Br,0.39091697
COc1c(ccc(c1C(=O)O)Cl)Cl,-1.5753638
CC/C=C\C,1.3298421
CC,1.4650888
COc1ccccc1OC,-0.39715588
CCSCC,0.6093926
c1cc(cnc1)C#N,-0.7664838
c1cc(c(cc1O)Cl)Cl,-0.9069324
COc1ccccc1,0.35190347
Cc1ccc(c(c1)O)C,-0.54800814
c1cc(ccc1Cl)Cl,0.72643316
C(F)Cl,0.7888547
CCCC=C,1.4260753
c1cc(c(c(c1Cl)Cl)Cl)Cl,0.6406034
CCCCCC#C,1.1451781
CCCCCCCCC(=O)C,0.38051337
c1ccc(cc1)Cl,0.6978232
CN(C)CCOC(c1ccccc1)c2ccccc2,-1.440117
CCCCC=O,0.20105124
c1ccc(cc1)Oc2ccccc2,0.24266563
C1CCC(=O)CC1,-0.28791806
CCCC[N+](=O)[O-],0.18544583
c1cnccc1C=O,-0.83150625
C(CCl)OCCCl,-0.111056834
CC[N+](=O)[O-],0.024189996
c1cc(cnc1)Cl,-0.05383702
CBr,0.77585024
CO,-0.33733517
CCCCCCC=O,0.29468364
c1cc(c(c(c1)Cl)c2c(cccc2Cl)Cl)Cl,0.39611876
c1ccc(c(c1)N)[N+](=O)[O-],-0.92773956
CN1CCCCC1,-0.020025313
CCCCCCCC=O,0.39351785
c1ccc(cc1)[N+](=O)[O-],-0.082446925
C[C@@H]1CC[C@H](C(=O)C1)C(C)C,0.33109626
C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O)O)O)O)O,-5.6353693
CF,0.93190426
CS(=O)C,-1.4245116
c1ccc2c(c1)Oc3ccccc3O2,0.16984043
Cc1ccccc1N,-0.4491739
CCCCBr,0.8850881
CCCCCCCCCO,-0.020025313
Cc1ccncc1,-0.29311988
C(=C(Cl)Cl)(Cl)Cl,1.0151331
CC(C)(C)Br,1.2075998
C=C(c1ccccc1)c2ccccc2,0.26607373
CCc1ccc(cc1)C,0.74203855
Cc1cccnc1,-0.25150546
COCC(OC)(OC)OC,-0.5011919
c1ccc-2c(c1)Cc3c2cccc3,0.117822416
CC(=O)N,-1.5363503
COS(=O)(=O)OC,-0.33733517
C(C(Cl)Cl)(Cl)Cl,0.37271068
COC(=O)C1CCCCC1,0.13082692
CCCCCCBr,1.0359403
CCCCCCCBr,1.0775547
c1ccc2c(c1)Oc3cccc(c3O2)Cl,0.0736071
COC(CC#N)(OC)OC,-0.67545223
CC[C@H](C)Cl,0.98912406
CCCCCCc1ccccc1,0.9787205
COc1cc(c(c(c1O)OC)Cl)C=O,-1.0343765
c1cc(cc(c1)C(F)(F)F)C(F)(F)F,1.2674204
c1ccc(cc1)Cn2ccnc2,-0.995363
c1ccc2c(c1)cccc2N,-0.9043315
CCOC(=O)CC(=O)OCC,-0.5714162
CC(=O)C1CC1,-0.20989105
c1cc[nH]c1,-0.25410637
c1cc(c(cc1c2ccc(cc2F)F)C(=O)O)O,-1.4557223
CC1CCC(CC1)C,1.537914
C1CCC(CC1)O,-0.4309676
CN(C)CCC=C1c2ccccc2CCc3c1cccc3,-0.943345
c1cc(ccc1O)F,-0.62083334
c1ccc(c(c1)N)Cl,-0.28791806
Cc1ccc(c(c1)C)C,0.76544666
CCc1ccccc1C,0.7680475
C[C@@H]1CC[C@H](CC1=O)C(=C)C,0.013786393
c1ccc(cc1)c2ccccc2,0.28688094
Cc1cccc(c1C)O,-0.6130306
COP(=S)(OC)Oc1ccc(cc1)[N+](=O)[O-],-0.8809234
CCOP(=S)(OCC)Oc1ccc(cc1)[N+](=O)[O-],-0.7638829
CCN(CC)c1c(cc(c(c1[N+](=O)[O-])N)C(F)(F)F)[N+](=O)[O-],-0.48298562
CSC,0.5703791
C[C@@H](c1cccc(c1)C(=O)c2ccccc2)C(=O)O,-1.8146466
C1CCC(C1)O,-0.4387703
CCCCC(=O)OC,0.32329357
CCCC(=C)C,1.3714565
C[C@@H](c1ccc(c(c1)F)c2ccccc2)C(=O)O,-1.2008342
CCCN(CCC)c1c(cc(cc1[N+](=O)[O-])S(=O)(=O)C)[N+](=O)[O-],-1.0863945
C=CCl,0.83567095
Cc1ccc(cc1)C(=O)N(C)C,-1.5493548
CCCC(=O)CCC,0.22966114
COC(=O)c1ccccc1,-0.030428916
Cc1ccc(cc1)C=O,-0.12146043
CCCC(=O)OCCC,0.39611876
C1CNCCN1,-0.9355423
CCOP(=S)(OCC)S[C@@H](CCl)N1C(=O)c2ccccc2C1=O,-0.5037928
CCOCCO,-0.75087833
CCC(C)CC,1.6419501
Cc1cnccn1,-0.44397208
CCC[N+](=O)[O-],0.12042332
Cc1cc(cc(c1)C)C,0.755043
c1c(c(=O)[nH]c(=O)[nH]1)F,-3.4115996
CCO,-0.31132618
Cc1ccc(c2c1cccc2)C,0.25567013
c1c2c(cc(c1Cl)Cl)Oc3cc(c(cc3O2)Cl)Cl,0.112620614
c1cc(c(c(c1)Cl)C#N)Cl,-0.23590006
CCOC=O,0.32329357
c1c(c(cc(c1Cl)Cl)Cl)Cl,0.6406034
CCOC(OCC)Oc1ccccc1,-0.3711469
c1cc(cc(c1)O)[N+](=O)[O-],-1.5129422
CCCCCCCCO,-0.07464422
CCC=C,1.3480483
C(Cl)(Cl)(Cl)Cl,1.0099313
c1ccc(cc1)CCO,-0.77688736
CN(C)C(=O)Nc1ccccc1,-1.385498
CSSC,0.5131593
C1C=CC[C@@H]2[C@@H]1C(=O)N(C2=O)SC(Cl)(Cl)Cl,-1.3542873
CC(=O)OCC(COC(=O)C)OC(=O)C,-1.310072
COC,0.4923521
CCCCCC,1.6341474
C(CBr)Br,0.38311428
C(C(Cl)(Cl)Cl)(Cl)Cl,0.6692133
c1c(c(=O)[nH]c(=O)[nH]1)C(F)(F)F,-3.031868
Cc1cccc(c1N)C,-0.36594507
CCCOC(=O)C,0.26347286
c1ccc2c(c1)cccn2,-0.498591
CCS,0.6926214
CCSSCC,0.5625764
c1ccsc1,0.62499803
CCc1cccc2c1cccc2,0.36490795
CCCC(=O)C,0.0736071
c1c(c(c(c(c1Cl)Cl)Cl)Cl)c2c(cc(c(c2Cl)Cl)Cl)Cl,-0.20989105
CCC[N@@](CC1CC1)c2c(cc(cc2[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-],0.35190347
CC(=O)O,-0.75087833
CC=O,0.0788089
c1cc(cc(c1)[N+](=O)[O-])N,-1.310072
CCCCC#C,1.0645502
COc1ccccc1N,-0.60262704
c1ccc(cc1)O,-0.7274703
CCC#N,-0.009621711
c1ccc2c(c1)cccc2O,-1.0057666
CCCCOC(=O)C,0.30248636
CC(C)(/C=N\OC(=O)NC)SC,-1.570162
Cc1ccccc1O,-0.54540724
CC(C)C=O,0.24526654
CCC(=O)N,-1.4557223
CCCBr,0.8434737
CC(C)Cl,0.9241016
C(CCl)CCl,0.49755388
c1cc(ccc1[N+](=O)[O-])O,-1.778234
C[C@@H](CCl)Cl,0.6588097
c1cc(ccc1N)Cl,-0.54540724
c1ccc2c(c1)C(=O)c3cccc(c3C2=O)N,-1.466126
Cc1cccnc1C,-0.26450995
c1cnccc1C#N,-0.576618
CCOP(=S)(OCC)SCSCC,-0.14746943
CC(=O)C1CCCCC1,-0.025227115
Cc1ccccc1C=O,-0.033029817
CC(=O)c1ccncc1,-0.9927621
c1c2c(cc(c1Cl)Cl)Oc3c(c(c(c(c3Cl)Cl)Cl)Cl)O2,0.024189996
CC(=O)C,0.00078189065
CC(=C)C,1.2908286
c1cc(c(cc1Cl)c2cc(c(c(c2)Cl)Cl)Cl)Cl,0.050199002
CCCCC[N+](=O)[O-],0.25567013
CCC/C=C/C=O,0.031992696
CN(C)C(=O)c1ccc(cc1)[N+](=O)[O-],-2.118952
C1CCOC1,0.086611606
CCCCCCCC,1.7381834
CCCN(CCC)c1c(cc(cc1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-],0.14383142
CC(=CCC[C@](C)(C=C)OC(=O)C)C,0.34149987
C[C@@H](CCO[N+](=O)[O-])O[N+](=O)[O-],-0.12666224
CC(C)OC(C)C,0.85127634
CCCCC(C)C,1.7511879
c1(c(c(c(c(c1Cl)Cl)Cl)Cl)Cl)N(=O)=O,-0.36854598
[C@@H](C(F)(F)F)(Cl)Br,0.9605142
CCCCOCCCC,0.7732493
CCCCCC1CCCC1,1.6523538
CC(C)CC(C)C,1.725179
Cc1ccc(nc1)C,-0.23850095
C/C=C/C=O,-0.10845593
CCC[C@H](C)CC,1.693968
c1cc(c(c(c1)Cl)c2c(cc(cc2Cl)Cl)Cl)Cl,0.4793476
c1ccc(cc1)O[C@@H](C(F)F)F,0.6536079
COCCOC,-0.26971176
CC[C@H](C)c1ccccc1,0.87208354
c1ccc(cc1)CCCO,-0.81069905
CC[C@@H](C)c1cc(cc(c1O)[N+](=O)[O-])[N+](=O)[O-],-0.6312369
COc1ccc(cc1)C(=O)OC,-0.39715588
CCC(=O)Nc1ccc(c(c1)Cl)Cl,-1.0343765
C[C@@H](c1ccc2cc(ccc2c1)OC)C(=O)O,-1.6663953
C1(C(C(C1(F)F)(F)F)(F)F)(F)F,1.881233
CC(C)CCOC(=O)C,0.41432506
CCCCCCCl,0.98912406
CC(C)CC(=O)C,0.19584943
CCCCCC=O,0.25827104
c1cc(cc(c1)Cl)N,-0.5246
C1COCCN1,-0.8757216
CCOC(C)OCC,0.13602872
CCCC[N@](CC)c1c(cc(cc1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-],0.076208
CS,0.677016
C1[C@@H]2[C@H](COS(=O)O1)[C@@]3(C(=C([C@]2(C3(Cl)Cl)Cl)Cl)Cl)Cl,-0.111056834
CC(=O)c1ccc(cc1)OC,-0.15527214
C=CCO,-0.31912887
CCSC,0.598989
CCCCCOC(=O)C,0.33629805
c1c(cc(c(c1Cl)Cl)Cl)Cl,0.5677782
CC(=O)c1ccccc1,-0.20208834
CCCl,0.8252674
CCCC1CCCC1,1.5431159
c1c(cc(cc1Cl)Cl)Cl,0.78625387
CCCOC(=O)c1ccc(cc1)O,-1.4479197
c1cc(cc(c1)Cl)O,-0.73267204
CC(C)CCO,-0.16047394
CCCCCN,-0.07464422
Cc1c(c(=O)n(c(=O)[nH]1)C(C)(C)C)Cl,-1.9082791
CC(C)CCC(C)(C)C,1.7511879
CCCCOCCO,-0.6364387
C1[C@@H]2[C@H]3[C@@H]([C@H]1[C@H]4[C@@H]2O4)[C@@]5(C(=C([C@]3(C5(Cl)Cl)Cl)Cl)Cl)Cl,-0.26450995
c1ccc(cc1)C(=O)N,-1.8718665
CC(C)[N+](=O)[O-],0.17504223
C(C(CO)O)O,-2.5038853
CCCI,0.85127634
COCCN,-0.71446574
C(C(Cl)(Cl)Cl)Cl,0.6171953
CCC(=O)OC,0.22706023
C1CCCC1,1.3012321
CCc1cccnc1,-0.20468925
Cc1cc(cnc1)C,-0.26971176
COCCO,-0.73267204
COC=O,0.26607373
c1ccc2cc(ccc2c1)N,-0.9537486
Cc1c[nH]cn1,-1.6820008
Cc1cccc(c1)[N+](=O)[O-],0.09181341
C(CCCl)CCl,0.38571516
CC(=O)CO[N+](=O)[O-],-0.5688153
CC(C)(C)c1ccccc1,0.87468445
CCCCCC(=O)OC,0.34149987
C[C@@H](C(F)(F)F)O,-0.09285053
CCCCCBr,0.9631151
CCCCCCC=C,1.488497
CC1=CC(=O)[C@@H](CC1)C(C)C,-0.18388204
CC(C)O,-0.24370275
CCCCCCN,-0.03823162
C(CO[N+](=O)[O-])CO[N+](=O)[O-],-0.25930816
Cc1ccc(c(c1)C)O,-0.5740171
CCCCCO,-0.19948745
CCC[C@@H](C)O,-0.15267123
CCCC[C@@H](C)CC,1.7615916
C[C@@H](c1ccc(cc1)CC(C)C)C(=O)O,-0.83150625
CCOC(=O)C[C@H](C(=O)OCC)SP(=S)(OC)OC,-1.1306099
Cc1ccc(cc1C)O,-0.70146126
Cc1cc(ccc1Cl)O,-0.77688736
CCCC/C=C/C,1.4260753
CCCOCCC,0.6874196
C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C,0.15683591
CCNc1nc(nc(n1)SC)NC(C)(C)C,-0.7482774
CC(C)CC(C)(C)C,1.7407843
CCCCC(=O)CCCC,0.30248636
CCCCN(CC)C(=O)SCCC,0.0423963
CCCCCC=C,1.4208735
CC(C)OC=O,0.46374217
CC(OC(=O)C)OC(=O)C,-0.30352348
c1c(c(=O)[nH]c(=O)[nH]1)Cl,-3.6248734
CC(=C)c1ccccc1,0.66661245
CCC(C)C,1.6081384
CCCCO[N+](=O)[O-],0.44553587
c1ccc(cc1)Br,0.6093926
CC(Cl)(Cl)Cl,0.939707
CC(=C)[C@H]1CCC(=CC1)C=O,-0.07464422
Cc1ccccc1[N+](=O)[O-],0.0580017
CCCCCCCI,1.0593483
c1cc2ccc3cccc4c3c2c(c1)cc4,-0.18648295
CCCCCCl,0.9631151
CC(C)COC(=O)C,0.37531155
CCC(C)(C)C,1.6419501
c1cc(ccc1N)N(=O)=O,-1.5649602
COC(=O)CC#N,-0.75868106
COc1ccc(cc1)N,-0.9563495
CC(C)Cc1ccccc1,1.0307385
c1ccc(cc1)c2c(cc(cc2Cl)Cl)Cl,0.42732957
CN,-0.19428565
c1ccc(c(c1)O)Cl,-0.19428565
c1ccc2c(c1)C(=O)c3ccc(cc3C2=O)N,-2.0097141
C(=C\Cl)\Cl,0.68481874
